code,name,credit,program,size,language,teacher,dayOfWeek,slot,room,branch,weeks
me3175,thiết bị may,3,l01,9/60,v,trần đại nguyên,thứ 3,- 2 3 - - - - - - - - - - - - -,h1-106,2,
en5097,kỹ thuật xử lý bùn thải,3,ch01,8/80,v,nguyễn hoàng dũng,thứ 3,- - - - - - - - - - - - 13 14 15 -,a4-411,1,
me7315,tiểu luận tổng quan,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee5199,hệ thống điều khiển số,3,ch01,13/50,v,nguyễn vĩnh hảo,thứ 7,- - - - - - - - - 10 11 12 - - - -,b10-206,1,
ge3037,tt kt pt các ct của mtđc,1,l01,6/25,v,đặng thương huyền,thứ 6,- 2 3 4 - - - - - - - - - - - -,b8-108,1,
ci4201,he thong c/d trg toa nha,3,a01,27/60,v,nguyễn quang trưởng,,,,,
ma1003,cơ sở khoa học vật liệu,3,a01_a01,7/80,v,cao xuân việt,,,,,
ma1003,cơ sở khoa học vật liệu,3,l01_l01,7/60,v,lương thị quỳnh anh,,,,,
me4367,đồ án tốt nghiệp (kthtcn,4,a01,0/900,v,,chưa biết,--,------,1,
me4367,đồ án tốt nghiệp (kthtcn,4,cc01,0/900,v,,chưa biết,--,------,1,
me4367,đồ án tốt nghiệp (kthtcn,4,l01,34/9000,v,,chưa biết,--,------,2,
me4367,đồ án tốt nghiệp (kthtcn,4,t01,0/500,v,,chưa biết,--,------,1,
me2153,thực hành quản lý dự án,2,cc01,23/20,v,lao khải kiện,thứ 2,- 2 3 4 5 6 - - - - - - - - - -,c1-201x,1,
me2153,thực hành quản lý dự án,2,cc02,18/20,v,lao khải kiện,thứ 4,- 2 3 4 5 6 - - - - - - - - - -,c1-201x,1,
me2153,thực hành quản lý dự án,2,cc04,23/20,v,lao khải kiện,thứ 5,- - - - - - - 8 9 10 11 12 - - - -,c1-201x,1,
me2153,thực hành quản lý dự án,2,l01,37/80,v,,thứ 5,- - - - - - - 8 9 10 11 12 - - - -,h3-107,2,
me2153,thực hành quản lý dự án,2,l02,59/80,v,nguyễn minh dương,thứ 4,- 2 3 4 5 6 - - - - - - - - - -,h6-510,2,
iu2043,công nghệ cơ khí 1,3,l01_l01,25/25,v,lê hoài phương,,,,,
iu2043,công nghệ cơ khí 1,3,l01_l02,25/25,v,lê hoài phương,,,,,
iu2043,công nghệ cơ khí 1,3,l01_l03,7/25,v,lê hoài phương,,,,,
iu2043,công nghệ cơ khí 1,3,l02_l04,25/25,v,lê hoài phương,,,,,
iu2043,công nghệ cơ khí 1,3,l02_l05,25/25,v,lê hoài phương,,,,,
iu2043,công nghệ cơ khí 1,3,l02_l06,25/25,v,lê hoài phương,,,,,
me2147,thực hành mô hìnhhóa &mp,2,l01,33/35,v,,thứ 2,- - - - - - - 8 9 10 11 12 - - - -,h1-710,2,
me2147,thực hành mô hìnhhóa &mp,2,l02,26/35,v,,thứ 4,- 2 3 4 5 6 - - - - - - - - - -,h1-710,2,
ge1029,sức khỏe an toàn môi trg,3,cc01,18/80,v,bùi trọng vinh,thứ 2,- - - - - - - - - 10 11 - - - - -,b1-311,1,
ge1029,sức khỏe an toàn môi trg,3,l01,109/120,v,bùi trọng vinh,thứ 2,- - - - - - - 8 9 - - - - - - -,h6-802,2,
ge1029,sức khỏe an toàn môi trg,3,l02,52/120,v,hoàng trọng quang,thứ 2,- - - - - - - - - 10 11 - - - - -,h1-405,2,
as7149,chuyên đề tiến sĩ - phần 1,0,ns01,0/200,v,trương tích thiện,chưa biết,--,------,1,
ee3217,trí tuệ nhân tạo trong thiết kế vi mạch,3,l01,32/60,v,hoàng trang,chủ nhật,- - - - - - 7 8 9 10 - - - - - -,h6-113,2,
ee3007,l/t điều khiển nâng cao,3,a01_a01,30/30,v,,,,,,
ee3007,l/t điều khiển nâng cao,3,a01_a02,8/30,v,,,,,,
ee3007,l/t điều khiển nâng cao,3,l01_l01,28/30,v,,,,,,
ee3007,l/t điều khiển nâng cao,3,l01_l02,23/30,v,,,,,,
ee3007,l/t điều khiển nâng cao,3,l02_l03,30/30,v,,,,,,
ee3007,l/t điều khiển nâng cao,3,l02_l04,24/30,v,,,,,,
ee3007,l/t điều khiển nâng cao,3,l03_l05,26/30,v,huỳnh thái hoàng,,,,,
ee3007,l/t điều khiển nâng cao,3,l03_l06,20/30,v,huỳnh thái hoàng,,,,,
ee3007,l/t điều khiển nâng cao,3,l04_l07,30/30,v,huỳnh thái hoàng,,,,,
ee3007,l/t điều khiển nâng cao,3,l04_l08,25/30,v,huỳnh thái hoàng,,,,,
tr4079,đồ án chuyên ngành hk,2,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
tr4079,đồ án chuyên ngành hk,2,cc01,6/900,v,,chưa biết,--,------,1,
tr4079,đồ án chuyên ngành hk,2,l01,27/100,v,,chưa biết,--,------,2,
tr4079,đồ án chuyên ngành hk,2,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ge7153,luận án tiến sĩ - chuẩn bị,12,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
tr4317,luận văn tốt nghiệp(ôtô),9,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
tr4317,luận văn tốt nghiệp(ôtô),9,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
tr4317,luận văn tốt nghiệp(ôtô),9,l01,1/100,v,,chưa biết,--,------,2,
tr4317,luận văn tốt nghiệp(ôtô),9,t01,1/500,v,,chưa biết,--,------,1,
ci5325,thực tập 2,3,ch01,24/80,v,lê hoài long,chưa biết,--,------,1,
ci5325,thực tập 2,3,im01,6/80,ta,trần đức học,chưa biết,--,------,1,
ee3131,hệ thống năng lượng xanh,3,l01,60/60,v,trần công binh,thứ 5,- - - 4 5 - - - - - - - - - - -,h3-104,2,
ee3131,hệ thống năng lượng xanh,3,n1ht,79/80,v,mai bá lộc,thứ 6,- - - - - - - - - - 11 12 - - - -,b4-502,1,
ee4341,đề cương luận văn tn,0,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
co4331,đề cương luận văn tn,0,t01,4/500,v,chưa/đang phân công,chưa biết,--,------,1,
ci6108,đề án tốt nghiệp,9,ch01,5/100,v,chưa/đang phân công,chưa biết,--,------,1,
ge4363,luận văn tốt nghiệp (clc,9,t01,0/500,v,mai cao lân,chưa biết,--,------,1,
en4311,đề cương luận văn tn,0,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ge3151,bv mtr trog cndk+kiếntập,3,l01,7/60,v,bùi trọng vinh,thứ 6,- 2 3 - - - - - - - - - - - - -,h3-101,2,
tr5109,quá trình cháy trong động cơ đốt trong,3,ch01,13/80,v,hồng đức thông,chủ nhật,- - - - - - 7 8 9 - - - - - - -,a4-411,1,
ee5285,xử lý ảnh và video,3,ch01,13/80,v,,thứ 7,- - - - - - - - - - - - 13 14 15 -,b2-201,1,
tr1003,vẽ kỹ thuật giao thông,3,l01_l01,85/120,v,trần văn tạo,,,,,
ci7715,luận án tiến sĩ - phần 1,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee2033,giải tích mạch,3,a01_a01,30/30,v,,,,,,
ee2033,giải tích mạch,3,l01_l01,30/30,v,nguyễn thanh nam,,,,,
ee2033,giải tích mạch,3,l01_l02,30/30,v,nguyễn thanh nam,,,,,
ee2033,giải tích mạch,3,l02_l03,29/30,v,nguyễn thanh nam,,,,,
ee2033,giải tích mạch,3,l02_l04,20/30,v,nguyễn thanh nam,,,,,
me5079,công nghệ tinh gọn trong sản xuất dịch vụ,3,ch01,36/56,v,đỗ ngọc hiền,thứ 7,- - - 4 5 6 - - - - - - - - - -,b1-313,1,
tr5017,luận văn tốt nghiệp,9,a01,16/9000,v,lê thị hồng hiếu,chưa biết,--,------,1,
tr5017,luận văn tốt nghiệp,9,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
tr5017,luận văn tốt nghiệp,9,l01,0/900,v,chưa/đang phân công,chưa biết,--,------,2,
tr5017,luận văn tốt nghiệp,9,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
me5227,thực tập tại công ty,4,ch01,3/80,v,trần hải nam,chưa biết,--,------,1,
me7313,luận án tiến sĩ - phần 5,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
im5125,quản trị tài chính dịch vụ chăm sóc sức khỏe,3,ch01,21/60,v,nguyễn thu hiền,chủ nhật,- - - - - - 7 8 9 - - - - - - -,b6-306,1,
ge3177,pp tìm kiếm thăm dò tldk,3,l01_l01,1/60,v,thái bá ngọc,,,,,
me7329,luận án tiến sĩ - phần 4,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
co3015,kiểm tra phần mềm,3,a01,51/80,v,bùi hoài thắng,thứ 4,- - - - - - - - - - 11 12 - - - -,b4-303,1,
co3015,kiểm tra phần mềm,3,cc01,71/80,v,bùi hoài thắng,thứ 2,- - - 4 5 - - - - - - - - - - -,c6-501,1,
co3015,kiểm tra phần mềm,3,l01,90/150,v,bùi hoài thắng,thứ 3,- 2 3 - - - - - - - - - - - - -,h6-811,2,
tr4051,phương pháp phần tử hhạn,3,a01,25/60,v,nguyễn song thanh thảo,thứ 5,- - - 4 5 - - - - - - - - - - -,b4-303,1,
tr4051,phương pháp phần tử hhạn,3,l01,49/60,v,lý hùng anh,thứ 3,- - - - - - - - 9 10 - - - - - -,h6-413,2,
co3101,đồ án tổng hợp - ttnt,1,a01,4/60,v,chưa/đang phân công,chưa biết,--,------,1,
co3101,đồ án tổng hợp - ttnt,1,cc01,10/60,v,chưa/đang phân công,chưa biết,--,------,1,
co3101,đồ án tổng hợp - ttnt,1,l01,12/500,v,chưa/đang phân công,chưa biết,--,------,2,
ci7575,chuyên đề tiến sĩ - phần 2,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ge7193,luận án tiến sĩ - phần 2,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
me5115,hệ thống điều khiển phi tuyến,3,ch01,16/80,v,nguyễn tấn tiến,thứ 6,- - - - - - - - - - - - 13 14 15 -,b1-201,1,
ch5671,sản xuất công nghiệp các chất có hoạt tính sinh học,3,ch01,12/80,v,lê thị thủy tiên,,,,,
ee6105,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
co3093,mạng máy tính,3,a01_a01,30/30,v,trần văn hoài,,,,,
co3093,mạng máy tính,3,cc01_cc01,27/30,v,nguyễn lê duy lai,,,,,
co3093,mạng máy tính,3,cc01_cc02,23/30,v,nguyễn lê duy lai,,,,,
co3093,mạng máy tính,3,cc02_cc03,30/30,v,nguyễn lê duy lai,,,,,
co3093,mạng máy tính,3,cc02_cc04,25/30,v,nguyễn lê duy lai,,,,,
co3093,mạng máy tính,3,cc03_cc05,27/30,v,nguyễn lê duy lai,,,,,
co3093,mạng máy tính,3,cc03_cc06,31/30,v,nguyễn lê duy lai,,,,,
co3093,mạng máy tính,3,l01_l01,40/40,v,nguyễn phương duy,,,,,
co3093,mạng máy tính,3,l01_l02,40/40,v,nguyễn phương duy,,,,,
co3093,mạng máy tính,3,l02_l03,40/40,v,nguyễn phương duy,,,,,
co3093,mạng máy tính,3,l02_l04,39/40,v,nguyễn phương duy,,,,,
co3093,mạng máy tính,3,l03_l07,31/40,v,phạm trần vũ,,,,,
co3093,mạng máy tính,3,l03_l08,40/40,v,phạm trần vũ,,,,,
me5235,kiểm định và đánh giá trong dệt may,4,ch01,5/80,v,bùi mai hương,,,,,
iu1011,vật lý kỹ thuật bảo trì,4,l01_l01,25/25,v,võ duy công,,,,,
iu1011,vật lý kỹ thuật bảo trì,4,l01_l02,25/25,v,võ duy công,,,,,
iu1011,vật lý kỹ thuật bảo trì,4,l01_l03,25/25,v,võ duy công,,,,,
iu1011,vật lý kỹ thuật bảo trì,4,l02_l04,25/25,v,võ duy công,,,,,
iu1011,vật lý kỹ thuật bảo trì,4,l02_l05,25/25,v,võ duy công,,,,,
iu1011,vật lý kỹ thuật bảo trì,4,l02_l06,25/25,v,võ duy công,,,,,
ma2035,công nghệ vật liệu,3,cc01_cc01,13/80,v,bùi văn tiến,,,,,
ma2035,công nghệ vật liệu,3,l01_l01,57/60,v,huỳnh công khanh,,,,,
ma2035,công nghệ vật liệu,3,l01_l02,60/60,v,huỳnh công khanh,,,,,
ma2035,công nghệ vật liệu,3,l02_l03,31/60,v,huỳnh công khanh,,,,,
ma2035,công nghệ vật liệu,3,l02_l04,52/60,v,huỳnh công khanh,,,,,
co3045,lập trình game,3,a01,54/60,v,phan tran minh khue,thứ 5,- 2 3 - - - - - - - - - - - - -,b6-302,1,
co3045,lập trình game,3,cc01,52/60,v,,thứ 5,- - - - - - - - - - 11 12 - - - -,b6-302,1,
co3045,lập trình game,3,l01,70/70,v,vương bá thịnh,thứ 2,- - - - - - - - 9 10 - - - - - -,h6-506,2,
ch4327,luận văn tốt nghiệp,9,t01,0/500,v,phạm hồ mỹ phương,chưa biết,--,------,1,
ge3209,đồ án kỹ thuật dầu khí,1,a01,0/900,v,phạm sơn tùng,chưa biết,--,------,1,
ge3209,đồ án kỹ thuật dầu khí,1,cc01,0/900,v,phạm sơn tùng,chưa biết,--,------,1,
ge3209,đồ án kỹ thuật dầu khí,1,l01,7/900,v,phạm sơn tùng,chưa biết,--,------,2,
la1007,anh văn 3,2,a01,19/60,v,hoàng võ bích phương,thứ 5,- 2 3 4 - - - - - - - - - - - -,c4-302,1,
la1007,anh văn 3,2,a02,29/60,v,hoàng võ bích phương,thứ 5,- - - - - - 7 8 9 - - - - - - -,b10-206,1,
la1007,anh văn 3,2,a03,28/60,v,nguyễn cao nguyên,thứ 4,- - - - - - 7 8 9 - - - - - - -,a4-510,1,
la1007,anh văn 3,2,l01,60/60,v,,thứ 3,- - - - - - 7 8 9 - - - - - - -,h6-414,2,
la1007,anh văn 3,2,l02,60/60,v,,thứ 3,- 2 3 4 - - - - - - - - - - - -,h6-313,2,
la1007,anh văn 3,2,l03,58/60,v,nguyễn cao nguyên,thứ 2,- 2 3 4 - - - - - - - - - - - -,h3-304,2,
la1007,anh văn 3,2,l04,55/60,v,nguyễn ngọc anh phương,thứ 5,- - - - - - - - - 10 11 12 - - - -,h6-306,2,
la1007,anh văn 3,2,l05,52/60,v,hà thị thủy ngân,thứ 3,- - - - - - 7 8 9 - - - - - - -,h6-415,2,
la1007,anh văn 3,2,l06,52/60,v,vũ thị hải ngọc,thứ 3,- - - - - - - - - 10 11 12 - - - -,h6-415,2,
la1007,anh văn 3,2,l07,51/60,v,hà thị thủy ngân,thứ 3,- 2 3 4 - - - - - - - - - - - -,h6-411,2,
la1007,anh văn 3,2,l08,47/60,v,nguyễn cao nguyên,thứ 6,- 2 3 4 - - - - - - - - - - - -,h3-303,2,
la1007,anh văn 3,2,l09,54/60,v,nguyễn cao nguyên,thứ 4,- 2 3 4 - - - - - - - - - - - -,h3-304,2,
la1007,anh văn 3,2,l10,31/60,v,huỳnh thị lan anh,thứ 5,- 2 3 4 - - - - - - - - - - - -,h3-304,2,
la1007,anh văn 3,2,l11,31/60,v,,thứ 5,- 2 3 4 - - - - - - - - - - - -,h6-415,2,
la1007,anh văn 3,2,l12,49/60,v,,thứ 5,- - - - - - 7 8 9 - - - - - - -,h6-415,2,
la1007,anh văn 3,2,l14,19/60,v,,thứ 4,- - - - - - 7 8 9 - - - - - - -,h3-504,2,
la1007,anh văn 3,2,l15,33/60,v,huỳnh thị lan anh,thứ 5,- - - - - - 7 8 9 - - - - - - -,h1-102,2,
la1007,anh văn 3,2,l18,22/60,v,nguyễn cao nguyên,thứ 2,- - - - - - 7 8 9 - - - - - - -,h6-413,2,
la1009,anh văn 4,2,a01,51/60,v,nguyễn trang dung,thứ 2,- - - - - - 7 8 9 - - - - - - -,c6-501,1,
la1009,anh văn 4,2,a02,42/60,v,nguyễn trang dung,thứ 4,- - - - - - - - - 10 11 12 - - - -,b4-402,1,
la1009,anh văn 4,2,a03,19/60,v,hồ thị nam trân,thứ 2,- - - - - - - - - 10 11 12 - - - -,b4-403,1,
la1009,anh văn 4,2,l01,57/60,v,,thứ 2,- 2 3 4 - - - - - - - - - - - -,h3-403,2,
la1009,anh văn 4,2,l02,54/60,v,,thứ 2,- - - - - - 7 8 9 - - - - - - -,h6-214,2,
la1009,anh văn 4,2,l03,54/60,v,nguyễn thị mỹ trang,thứ 3,- - - - - - - - - 10 11 12 - - - -,h3-303,2,
la1009,anh văn 4,2,l04,58/60,v,,thứ 3,- - - - - - 7 8 9 - - - - - - -,h3-303,2,
la1009,anh văn 4,2,l05,50/60,v,vũ thị hải ngọc,thứ 6,- 2 3 4 - - - - - - - - - - - -,h3-304,2,
la1009,anh văn 4,2,l06,55/60,v,hồ thị nam trân,thứ 5,- - - - - - 7 8 9 - - - - - - -,h3-304,2,
la1009,anh văn 4,2,l07,50/60,v,trương ngọc hân,thứ 5,- - - - - - - - - 10 11 12 - - - -,h6-312,2,
la1009,anh văn 4,2,l08,50/60,v,nguyễn cao nguyên,thứ 6,- - - - - - 7 8 9 - - - - - - -,h6-313,2,
la1009,anh văn 4,2,l09,31/60,v,nguyễn ngọc anh phương,thứ 6,- - - - - - - - - 10 11 12 - - - -,h1-801,2,
la1009,anh văn 4,2,l10,52/60,v,nguyễn ngọc liên hương,thứ 4,- - - - - - 7 8 9 - - - - - - -,h6-413,2,
la1009,anh văn 4,2,l11,41/60,v,hồ thị nam trân,thứ 5,- 2 3 4 - - - - - - - - - - - -,h3-403,2,
la1009,anh văn 4,2,l12,44/60,v,nguyễn thị mỹ trang,thứ 4,- - - - - - - - - 10 11 12 - - - -,h6-310,2,
la1009,anh văn 4,2,l13,49/60,v,nguyễn minh tâm,thứ 2,- - - - - - 7 8 9 - - - - - - -,h6-306,2,
la1009,anh văn 4,2,l15,37/60,v,vũ thị hải ngọc,thứ 2,- - - - - - - - - 10 11 12 - - - -,h3-303,2,
la1009,anh văn 4,2,l16,48/60,v,nguyễn ngọc liên hương,thứ 3,- - - - - - 7 8 9 - - - - - - -,h3-304,2,
la1009,anh văn 4,2,l18,48/60,v,nguyễn ngọc liên hương,thứ 4,- 2 3 4 - - - - - - - - - - - -,h3-404,2,
la1009,anh văn 4,2,l19,50/60,v,trương ngọc hân,thứ 4,- - - - - - 7 8 9 - - - - - - -,h6-415,2,
la1009,anh văn 4,2,l20,22/60,v,nguyễn ngọc anh phương,thứ 3,- - - - - - - - - 10 11 12 - - - -,h3-304,2,
la1009,anh văn 4,2,l21,36/60,v,nguyễn ngọc liên hương,thứ 3,- 2 3 4 - - - - - - - - - - - -,h6-413,2,
im3081,quản trị k/doanh quốc tế,3,l01,33/60,v,phạm vĩnh phương,thứ 5,- 2 3 - - - - - - - - - - - - -,h2-407,2,
as5275,thực tập cơ kỹ thuật 2,3,ch01,3/80,v,nguyễn duy khương,chưa biết,--,------,1,
as5023,chuyên đề những vấn đề toán học hiện đại,3,ch01,2/56,v,,chưa biết,--,------,1,
co4041,đồ án môn học kỹthuật mt,2,a01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
co4041,đồ án môn học kỹthuật mt,2,cc01,4/500,v,chưa/đang phân công,chưa biết,--,------,1,
co4041,đồ án môn học kỹthuật mt,2,l01,50/500,v,chưa/đang phân công,chưa biết,--,------,2,
co4041,đồ án môn học kỹthuật mt,2,t01,3/500,v,chưa/đang phân công,chưa biết,--,------,1,
ch7627,luận án tiến sĩ - phần 2,15,ns01,0/200,v,trần văn nguyên,chưa biết,--,------,1,
ci5101,lý thuyết dẻo trong đất,2,ch01,2/20,v,nguyễn trung kiên,chưa biết,--,------,1,
ch4321,đề cương luận văn tn,0,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
me7351,tiểu luận tổng quan,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ch7609,luận án tiến sĩ - phần 2,15,ns01,0/200,v,phạm hồ mỹ phương,chưa biết,--,------,1,
en5151,chuyên đề thực tập tốt nghiệp,3,ch01,6/80,v,hà quang khải,chưa biết,--,------,1,
co3085,xử lý ngôn ngữ tự nhiên,3,cc01_cc01,25/60,v,trương vĩnh lân,,,,,
co3085,xử lý ngôn ngữ tự nhiên,3,l01_l01,29/60,v,võ thanh hùng,,,,,
co3085,xử lý ngôn ngữ tự nhiên,3,l01_l02,21/60,v,võ thanh hùng,,,,,
co3085,xử lý ngôn ngữ tự nhiên,3,tn01_tn01,20/60,v,nguyễn đức dũng,,,,,
tr4327,luận văn tốt nghiệp (tau,9,t01,0/500,v,trần hải,chưa biết,--,------,1,
ee4367,đồ án tốt nghiệp (dvt),4,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ee4367,đồ án tốt nghiệp (dvt),4,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ee4367,đồ án tốt nghiệp (dvt),4,l01,117/9000,v,,chưa biết,--,------,2,
ee4367,đồ án tốt nghiệp (dvt),4,t01,2/500,v,chưa/đang phân công,chưa biết,--,------,1,
la2019,tiếng nhật 4,0,a01,30/30,v,nguyễn thị thu hằng,,,,,
la2019,tiếng nhật 4,0,a02,26/30,v,nguyễn thị thu hằng,,,,,
la2019,tiếng nhật 4,0,a03,22/25,v,nguyen thi anh tuyet,,,,,
la2019,tiếng nhật 4,0,a04,22/25,v,nguyen thi anh tuyet,,,,,
me4319,luận văn tốt nghiệp (ktn,9,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ci5087,đào sâu trong đất,2,ch01,7/50,v,lê trọng nghĩa,thứ 5,- - - - - - - - - - - - 13 14 15 -,b1-301,1,
ee6127,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1,9,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ch2053,thi nghiem hoa huu co,2,l01,16/25,v,trần thị nguyệt viên,thứ 2,- - - - - - - 8 9 10 11 12 - - - -,b2-404,1,
tr3051,thí nghiệm kỹ thuật hk 2,1,cc01,18/30,v,,thứ 5,- - - 4 5 6 - - - - - - - - - -,c5-101,1,
tr3051,thí nghiệm kỹ thuật hk 2,1,cc02,26/30,v,,thứ 2,- - - - - - 7 8 9 - - - - - - -,c5-101,1,
tr3051,thí nghiệm kỹ thuật hk 2,1,l01,25/30,v,,thứ 2,- 2 3 4 - - - - - - - - - - - -,c5-101,1,
tr3051,thí nghiệm kỹ thuật hk 2,1,l02,30/30,v,,thứ 6,- 2 3 4 - - - - - - - - - - - -,c5-101,1,
as3049,cơ sinh học,3,cc01_cc01,17/60,v,nguyễn xuân thanh trâm,,,,,
as3049,cơ sinh học,3,l01_l01,47/60,v,nguyễn xuân thanh trâm,,,,,
tr4081,thiết kế máy bay,3,a01,27/60,v,vũ ngọc ánh,thứ 6,- - - - - - - 8 9 - - - - - - -,b1-310,1,
tr4081,thiết kế máy bay,3,l01,43/60,v,vũ ngọc ánh,thứ 5,- - - 4 5 - - - - - - - - - - -,h1-309,2,
co6057,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
me1015,nguyên lý máy,4,l01_l01,61/60,v,vũ như phan thiện,,,,,
me4039,luận văn tốt nghiệp (ktn,9,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
me4039,luận văn tốt nghiệp (ktn,9,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
me4039,luận văn tốt nghiệp (ktn,9,l01,0/900,v,chưa/đang phân công,chưa biết,--,------,2,
me4039,luận văn tốt nghiệp (ktn,9,t01,1/500,v,chưa/đang phân công,chưa biết,--,------,1,
co6033,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee3133,thiết bị điện trong ppđ,3,l01,32/60,v,nguyễn ngọc tú,thứ 5,- - - 4 5 - - - - - - - - - - -,h1-106,2,
ci2147,thí nghiệm công trình,1,l01,30/30,v,nguyễn thị bích thủy,thứ 2,- 2 3 4 - - - - - - - - - - - -,c2-ptn,1,
ci2147,thí nghiệm công trình,1,l02,30/30,v,trần tiến đắc,thứ 2,- - - - - - - - - 10 11 12 - - - -,c2-ptn,1,
ci2147,thí nghiệm công trình,1,l03,30/30,v,đinh thế hưng,thứ 4,- - - 4 5 6 - - - - - - - - - -,c2-ptn,1,
as7167,chuyên đề tiến sĩ - phần 1,0,ns01,0/200,v,huỳnh quang linh,chưa biết,--,------,1,
en3041,cn xlý nướccấp &nướcthải,3,l01,22/60,v,,thứ 2,- - - 4 5 - - - - - - - - - - -,h1-202,2,
ma3157,kt thực nghiệm trong vl,3,cc01_cc01,9/20,v,,,,,,
me4031,ky thuat dieudo (cn-htcn,3,l01_l01,36/60,v,lê đức đạo,,,,,
as5171,ứng dụng laser công suất thấp trong y học,3,ch01,24/60,v,trịnh trần hồng duyên,thứ 4,- - - - - - - - - - - - 13 14 15 -,b4-402,1,
ch6059,luận văn thạc sĩ nghiên cứu,15,ch01,13/200,v,lê vũ hà,chưa biết,--,------,1,
me7357,luận án tiến sĩ - chuẩn bị,12,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
co5097,cơ sở toán cho khoa học máy tính,3,im01,34/40,ta,trần tuấn anh,thứ 6,- - - - - - - - - - - - 13 14 15 -,a4-508,1,
ma2121,phương pháp tính toán các quá trình vật liệu,3,cc01,13/80,v,nguyễn ngọc trí huỳnh,thứ 2,- - - - - - - 8 9 - - - - - - -,b4-502,1,
ma2121,phương pháp tính toán các quá trình vật liệu,3,l01,71/80,v,nguyễn duy khương,,,,,
ma2121,phương pháp tính toán các quá trình vật liệu,3,l02,71/80,v,nguyễn ngọc trí huỳnh,thứ 2,- - - - 5 6 - - - - - - - - - -,h6-109,2,
