code,name,credit,program,size,language,teacher,dayOfWeek,slot,room,branch,weeks
as4333,luận văn tốt nghiệp,9,t01,0/500,v,nguyễn duy khương,chưa biết,--,------,1,
ch4107,pt sản phẩm thựcphẩm mới,3,cc01_cc01,20/20,v,nguyễn quốc cường,,,,,
as7161,luận án tiến sĩ - phần 4,15,ns01,0/200,v,trương tích thiện,chưa biết,--,------,1,
ci4333,luận văn tốt nghiệp (ctb,9,a01,0/900,v,vũ xuân dũng,chưa biết,--,------,1,
ci4333,luận văn tốt nghiệp (ctb,9,cc01,0/900,v,vũ xuân dũng,chưa biết,--,------,1,
ci4333,luận văn tốt nghiệp (ctb,9,l01,0/900,v,vũ xuân dũng,chưa biết,--,------,2,
ci4333,luận văn tốt nghiệp (ctb,9,t01,1/500,v,vũ xuân dũng,chưa biết,--,------,1,
ci4023,thi công công trình csht,3,l01,12/60,v,nguyễn võ trọng,,,,,
ci7649,luận án tiến sĩ - phần 4,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ci4129,kinh tế xây dựng,3,l01,17/60,v,trần hoàng linh,thứ 2,- - - - - - - - - 10 11 - - - - -,h3-206,2,
me6089,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1,9,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ge2063,kỹ thuật khoan dầu khí,3,cc01_cc01,9/80,v,trần trung dũng,,,,,
ge2063,kỹ thuật khoan dầu khí,3,l01_l01,71/80,v,hoàng trọng quang,,,,,
ge4343,luận văn tốt nghiệp(ktkk,9,t01,0/500,v,lê nguyễn hải nam,chưa biết,--,------,1,
ee3099,kỹ thuật chiếu sáng,3,l01_l01,20/20,v,trương phước hòa,,,,,
ee3099,kỹ thuật chiếu sáng,3,l01_l02,18/20,v,trương phước hòa,,,,,
ee3099,kỹ thuật chiếu sáng,3,l01_l03,20/20,v,trương phước hòa,,,,,
im4327,khóa luận tốt nghiệp,4,a01,0/900,v,,chưa biết,--,------,1,
im4327,khóa luận tốt nghiệp,4,cc01,47/9000,v,,chưa biết,--,------,1,
im4327,khóa luận tốt nghiệp,4,l01,102/9000,v,,chưa biết,--,------,2,
im4327,khóa luận tốt nghiệp,4,t01,1/500,v,,chưa biết,--,------,1,
ee6101,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
iu3017,kỹ thuật số,3,l01_l01,35/35,v,lê quang ngọc,,,,,
as2065,cơ sở tối ưu,3,l01,78/80,v,,thứ 2,- - - - - - - - 9 10 - - - - - -,h1-102,2,
ee5175,chuyên đề 3,3,ch01,3/80,v,,chưa biết,--,------,1,
ee3177,chuyên đề đ/tử-viễnthông,3,l01,31/60,v,nguyễn chí ngọc,thứ 5,- - - 4 5 - - - - - - - - - - -,h3-103,2,
im3033,tiếp thị giữa các tổchức,3,l01,49/60,v,dương thị ngọc liên,thứ 5,- - - 4 5 - - - - - - - - - - -,h3-206,2,
me4611,cải tiến chất lượng,3,l01_l01,31/60,v,,,,,,
ee3169,máy học cơ bản và ứ/dụng,3,l01,47/60,v,,thứ 2,- - - 4 5 - - - - - - - - - - -,h6-112,2,
en2049,phântích hệthống môi/trg,3,cc01_cc01,7/80,v,,,,,,
en2049,phântích hệthống môi/trg,3,l01_l01,33/60,v,,,,,,
ee3117,thiết kế vi mạch số,3,l01,60/60,v,nguyễn lý thiên trường,thứ 6,- - - - - - - 8 9 - - - - - - -,h3-502,2,
ee3117,thiết kế vi mạch số,3,l02,57/60,v,trương quang vinh,thứ 6,- - - - - - - - - 10 11 - - - - -,h2-402,2,
ee3117,thiết kế vi mạch số,3,l03,60/60,v,nguyễn tuấn hùng,thứ 2,- - - - - - - - - - 11 12 - - - -,h3-101,2,
im5001,phương pháp nghiên cứu trong kinh doanh,3,ch01,16/60,v,lê nguyễn hậu,thứ 2,- - - - - - - - - - - - 13 14 15 -,b8-303,1,
ma4157,đồ án chuyên ngành 1,2,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ee7159,chuyên đề tiến sĩ - phần 2,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
co4347,đồ án tốt nghiệp (ktmt),4,a01,11/9000,v,,chưa biết,--,------,1,
co4347,đồ án tốt nghiệp (ktmt),4,cc01,33/9000,v,,chưa biết,--,------,1,
co4347,đồ án tốt nghiệp (ktmt),4,l01,95/9000,v,,chưa biết,--,------,2,
co4347,đồ án tốt nghiệp (ktmt),4,t01,3/500,v,chưa/đang phân công,chưa biết,--,------,1,
ge7177,luận án tiến sĩ - phần 3,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ge3183,đc &tài nguyên dầukhí vn,3,l01,2/60,v,nguyễn xuân khá,chưa biết,--,------,2,
me3299,chuỗi cung ứng điện tử,3,l01,19/60,v,,thứ 5,- - - - - - - - 9 10 - - - - - -,h3-505,2,
im5131,giải quyết vấn đề trong quản trị bệnh viện,3,ch01,18/60,v,trương minh chương,chủ nhật,- - 3 4 5 - - - - - - - - - - -,b8-303,1,
ci2149,thí nghiệm vật liệu ctgt,1,l01,30/30,v,vũ việt hùng,thứ 6,- - - - - - - 8 9 10 11 12 - - - -,b6-108,1,
ee2009,hệthống mtính &ngônngữlt,3,a01_a01,24/40,v,hồ phạm huy ánh,,,,,
ee2009,hệthống mtính &ngônngữlt,3,a01_a02,27/40,v,hồ phạm huy ánh,,,,,
ee2009,hệthống mtính &ngônngữlt,3,l01_l01,40/40,v,,,,,,
ee2009,hệthống mtính &ngônngữlt,3,l01_l02,37/40,v,,,,,,
ee2009,hệthống mtính &ngônngữlt,3,l02_l03,40/40,v,,,,,,
ee4337,luận văn tốt nghiệp(dttt,9,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ee4337,luận văn tốt nghiệp(dttt,9,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ee4337,luận văn tốt nghiệp(dttt,9,l01,2/500,v,chưa/đang phân công,chưa biết,--,------,2,
ee4337,luận văn tốt nghiệp(dttt,9,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ge6037,chuyên đề nghiên cứu trước luận văn,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
tr4335,đề cương luận văn tn,0,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ma4317,luận văn tốt nghiệp,9,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ci5017,luận văn tốt nghiệp,9,a01,12/9000,v,võ thị tuyết giang,chưa biết,--,------,1,
ci5017,luận văn tốt nghiệp,9,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ci5017,luận văn tốt nghiệp,9,l01,0/900,v,chưa/đang phân công,chưa biết,--,------,2,
ci5017,luận văn tốt nghiệp,9,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ph1007,thí nghiệm vật lý,1,a01,25/25,v,trần trung nghĩa,thứ 6,- 2 3 - - - - - - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,a02,25/25,v,trần anh tú,thứ 3,- - - - - - - - - - 11 12 - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,a03,25/25,v,trịnh trần hồng duyên,thứ 4,- 2 3 - - - - - - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,a04,25/25,v,trịnh trần hồng duyên,thứ 4,- - - 4 5 - - - - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc01,25/25,v,,thứ 6,- - - - 5 6 - - - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc02,25/25,v,trần trung nghĩa,thứ 6,- - - - - - 7 8 - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc03,25/25,v,,thứ 3,- 2 3 - - - - - - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc04,25/25,v,trần trung nghĩa,thứ 3,- - - 4 5 - - - - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc05,25/25,v,trần anh tú,thứ 5,- 2 3 - - - - - - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc06,25/25,v,trần anh tú,thứ 5,- - - - 5 6 - - - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc07,25/25,v,trịnh trần hồng duyên,thứ 4,- - - - - - 7 8 - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc08,25/25,v,,thứ 4,- - - - - - - - 9 10 - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc09,25/25,v,trịnh trần hồng duyên,thứ 4,- - - - - - - - 9 10 - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc10,25/25,v,trịnh trần hồng duyên,thứ 4,- - - - - - - - - - 11 12 - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc11,25/25,v,trần anh tú,thứ 5,- - - - - - - 8 9 - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc12,25/25,v,trần anh tú,thứ 5,- - - - - - - - - 10 11 - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc13,24/25,v,,thứ 4,- - - - - - 7 8 - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc14,25/25,v,,thứ 4,- - - - - - - - - - 11 12 - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc15,25/25,v,trịnh trần hồng duyên,thứ 2,- 2 3 - - - - - - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc16,25/25,v,,thứ 2,- - - 4 5 - - - - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc17,25/25,v,,thứ 6,- - - - - - 7 8 - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc18,25/25,v,,thứ 6,- - - - - - - - 9 10 - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc19,25/25,v,trần trung nghĩa,thứ 3,- 2 3 - - - - - - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc20,25/25,v,,thứ 3,- - - 4 5 - - - - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc21,25/25,v,,thứ 4,- 2 3 - - - - - - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc22,25/25,v,,thứ 4,- - - 4 5 - - - - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc23,25/25,v,,thứ 2,- 2 3 - - - - - - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc24,25/25,v,trịnh trần hồng duyên,thứ 2,- - - 4 5 - - - - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc25,25/25,v,,thứ 3,- - - - - - 7 8 - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc26,24/25,v,,thứ 2,- - - - - - 7 8 - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc27,24/25,v,,thứ 6,- 2 3 - - - - - - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc28,25/25,v,trần trung nghĩa,thứ 6,- - - - 5 6 - - - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc29,25/25,v,,thứ 2,- - - - - - - - 9 10 - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc30,25/25,v,trần anh tú,thứ 2,- - - - - - - - - - 11 12 - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc31,25/25,v,,thứ 3,- - - - - - - - 9 10 - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc32,25/25,v,,thứ 3,- - - - - - - - - - 11 12 - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc33,25/25,v,trần anh tú,thứ 2,- - - - - - - - 9 10 - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc34,24/25,v,,thứ 2,- - - - - - - - - - 11 12 - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc35,25/25,v,,thứ 5,- - - - - - - 8 9 - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc36,25/25,v,,thứ 5,- - - - - - - - - 10 11 - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc37,25/25,v,,thứ 5,- 2 3 - - - - - - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc38,25/25,v,,thứ 5,- - - - 5 6 - - - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc39,25/25,v,trần trung nghĩa,thứ 6,- - - - - - - - 9 10 - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc40,22/25,v,,thứ 6,- - - - - - - - - - 11 12 - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,cc41,25/25,v,trần anh tú,thứ 3,- - - - - - 7 8 - - - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc42,25/25,v,trần anh tú,thứ 3,- - - - - - - - 9 10 - - - - - -,b6-201,1,
ph1007,thí nghiệm vật lý,1,cc43,25/25,v,trần anh tú,thứ 2,- - - - - - 7 8 - - - - - - - -,b6-201a,1,
ph1007,thí nghiệm vật lý,1,l01,60/60,v,,thứ 2,- - - - - - - 8 9 - - - - - - -,h1-602,2,
ph1007,thí nghiệm vật lý,1,l02,60/60,v,nguyễn thị hương linh,thứ 2,- - - - - - - - - 10 11 - - - - -,h1-601,2,
ph1007,thí nghiệm vật lý,1,l03,60/60,v,trần thiên hậu,thứ 6,- - - - 5 6 - - - - - - - - - -,h1-603,2,
ph1007,thí nghiệm vật lý,1,l04,60/60,v,,thứ 2,- 2 3 - - - - - - - - - - - - -,h1-602,2,
ph1007,thí nghiệm vật lý,1,l05,60/60,v,trần thiên hậu,thứ 5,- - - - - - - - 9 10 - - - - - -,h1-602,2,
ph1007,thí nghiệm vật lý,1,l06,60/60,v,trần thiên hậu,thứ 5,- - - - - - - - - - 11 12 - - - -,h1-601,2,
ph1007,thí nghiệm vật lý,1,l07,60/60,v,nguyễn thị hương linh,thứ 5,- - - 4 5 - - - - - - - - - - -,h1-602,2,
ph1007,thí nghiệm vật lý,1,l08,60/60,v,nguyễn thị hương linh,thứ 5,- 2 3 - - - - - - - - - - - - -,h1-602,2,
ph1007,thí nghiệm vật lý,1,l09,60/60,v,nguyễn thị hương linh,thứ 2,- - - - - - - 8 9 - - - - - - -,h1-601,2,
ph1007,thí nghiệm vật lý,1,l10,60/60,v,,thứ 2,- - - - - - - - - 10 11 - - - - -,h1-602,2,
ph1007,thí nghiệm vật lý,1,l11,60/60,v,,thứ 3,- 2 3 - - - - - - - - - - - - -,h1-602,2,
ph1007,thí nghiệm vật lý,1,l12,60/60,v,,thứ 3,- - - 4 5 - - - - - - - - - - -,h1-602,2,
ph1007,thí nghiệm vật lý,1,l13,60/60,v,trần thiên hậu,thứ 4,- 2 3 - - - - - - - - - - - - -,h1-602,2,
ph1007,thí nghiệm vật lý,1,l14,60/60,v,trần thiên hậu,thứ 4,- - - - 5 6 - - - - - - - - - -,h1-601,2,
ph1007,thí nghiệm vật lý,1,l15,60/60,v,nguyễn đình quang,thứ 3,- 2 3 - - - - - - - - - - - - -,h1-601,2,
ph1007,thí nghiệm vật lý,1,l16,60/60,v,nguyễn đình quang,thứ 3,- - - 4 5 - - - - - - - - - - -,h1-603,2,
ph1007,thí nghiệm vật lý,1,l17,59/60,v,,thứ 6,- - - - - - - - 9 10 - - - - - -,h1-601,2,
ph1007,thí nghiệm vật lý,1,l18,51/60,v,,thứ 6,- - - - - - - - - - 11 12 - - - -,h1-601,2,
ph1007,thí nghiệm vật lý,1,l19,60/60,v,nguyễn đình quang,thứ 3,- - - - - - - 8 9 - - - - - - -,h1-603,2,
ph1007,thí nghiệm vật lý,1,l20,59/60,v,nguyễn đình quang,thứ 3,- - - - - - - - - 10 11 - - - - -,h1-603,2,
ph1007,thí nghiệm vật lý,1,l21,60/60,v,,thứ 6,- 2 3 - - - - - - - - - - - - -,h1-602,2,
ph1007,thí nghiệm vật lý,1,l22,60/60,v,,thứ 6,- - - 4 5 - - - - - - - - - - -,h1-602,2,
ph1007,thí nghiệm vật lý,1,l23,59/60,v,,thứ 3,- - - - - - - - 9 10 - - - - - -,h1-602,2,
ph1007,thí nghiệm vật lý,1,l24,59/60,v,,thứ 3,- - - - - - - - - - 11 12 - - - -,h1-601,2,
ph1007,thí nghiệm vật lý,1,l25,60/60,v,nguyễn thị hương linh,thứ 4,- 2 3 - - - - - - - - - - - - -,h1-603,2,
ph1007,thí nghiệm vật lý,1,l26,60/60,v,nguyễn thị hương linh,thứ 4,- - - 4 5 - - - - - - - - - - -,h1-603,2,
ph1007,thí nghiệm vật lý,1,l27,60/60,v,nguyễn thị hương linh,thứ 2,- 2 3 - - - - - - - - - - - - -,h1-603,2,
ph1007,thí nghiệm vật lý,1,l28,59/60,v,nguyễn thị hương linh,thứ 2,- - - 4 5 - - - - - - - - - - -,h1-603,2,
ph1007,thí nghiệm vật lý,1,l29,45/60,v,trần thiên hậu,thứ 6,- - - - - - - - 9 10 - - - - - -,h1-603,2,
ph1007,thí nghiệm vật lý,1,l30,32/60,v,trần thiên hậu,thứ 6,- - - - - - - - - - 11 12 - - - -,h1-603,2,
ph1007,thí nghiệm vật lý,1,l31,60/60,v,trần thiên hậu,thứ 4,- - - - - - - 8 9 - - - - - - -,h1-601,2,
ph1007,thí nghiệm vật lý,1,l32,60/60,v,trần thiên hậu,thứ 5,- 2 3 - - - - - - - - - - - - -,h1-601,2,
ph1007,thí nghiệm vật lý,1,l33,60/60,v,nguyễn thị hương linh,thứ 5,- - - - - - - 8 9 - - - - - - -,h1-603,2,
ph1007,thí nghiệm vật lý,1,l34,59/60,v,nguyễn thị hương linh,thứ 5,- - - - - - - - - 10 11 - - - - -,h1-603,2,
ph1007,thí nghiệm vật lý,1,l35,60/60,v,trần thiên hậu,thứ 6,- 2 3 - - - - - - - - - - - - -,h1-603,2,
ge4145,thử vỉa &pt áp suất ct,3,l01,1/60,v,phạm sơn tùng,chưa biết,--,------,2,
me4137,đlh & đk các ht robot,3,cc01_cc01,41/50,v,nguyễn quốc chí,,,,,
im6031,luận văn thạc sĩ nghiên cứu,15,ch01,1/200,v,mai thị mỹ quyên,chưa biết,--,------,1,
ch5679,thực tập công nghệ sinh học 2,3,ch01,5/80,v,lê thị thủy tiên,chưa biết,--,------,1,
ee7145,luận án tiến sĩ - phần 1,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee6117,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee6125,luận văn thạc sĩ nghiên cứu,15,ch01,1/200,v,chưa/đang phân công,chưa biết,--,------,1,
ci4437,đồ án tốt nghiệp,4,a01,0/900,v,vũ xuân dũng,chưa biết,--,------,1,
ci4437,đồ án tốt nghiệp,4,cc01,0/900,v,vũ xuân dũng,chưa biết,--,------,1,
ci4437,đồ án tốt nghiệp,4,l01,6/9000,v,vũ xuân dũng,chưa biết,--,------,2,
ci4437,đồ án tốt nghiệp,4,t01,1/500,v,chưa/đang phân công,chưa biết,--,------,1,
ci5799,động lực học hình thái vùng ven biển,3,ch01,5/50,v,lê tuấn anh,thứ 2,- - - - - - - - - - - - 13 14 15 -,b10-206,1,
me4313,anh văn chuyên ngành,3,l01,53/60,v,nguyễn thế bảo,thứ 2,- - - - 5 6 - - - - - - - - - -,h2-305,2,
as3089,thực tập kỹ thuật (nt),1,cc01,16/9000,v,,chưa biết,--,------,1,
as3089,thực tập kỹ thuật (nt),1,l01,41/9000,v,lê cao đăng,chưa biết,--,------,2,
la4005,tiếng việt 4,3,cc01,1/50,v,lê đặng thảo uyên,thứ 7,- - - - - - 7 8 9 - - - - - - -,b10-206,1,
as5041,động lực học máy,3,ch01,5/40,v,nguyễn tường long,thứ 7,- - - - - - - 8 9 10 - - - - - -,a4-508,1,
me6061,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1,9,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ma3149,tn chế tạo các hệ n/lượg,1,l01,9/30,v,lưu tuấn anh,thứ 2,- - - - - - - 8 9 10 11 12 - - - -,c4-203,1,
ci1067,vẽ kỹ thuật kiến trúc,3,cc01,29/70,v,lê anh tuấn,thứ 4,- 2 3 - - - - - - - - - - - - -,a4-509,1,
ci1067,vẽ kỹ thuật kiến trúc,3,l01,69/80,v,phạm thanh trà,thứ 2,- - - - - - - 8 9 - - - - - - -,h2-505,2,
ci1067,vẽ kỹ thuật kiến trúc,3,l02,41/80,v,phạm thanh trà,thứ 2,- - - - - - - - - 10 11 - - - - -,h2-505,2,
ma5077,phương pháp phân tích & đánh giá vật liệu,3,ch01,17/56,v,trần văn khải,,,,,
co6051,chuyên đề nghiên cứu trước luận văn,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ch3359,công nghệ lên men vs vật,4,cc01_cc01,19/20,v,hoàng anh hoàng,,,,,
ch3359,công nghệ lên men vs vật,4,cc01_cc02,11/20,v,hoàng anh hoàng,,,,,
ch3359,công nghệ lên men vs vật,4,l01_l01,20/20,v,nguyễn kim minh tâm,,,,,
ch3359,công nghệ lên men vs vật,4,l01_l02,19/20,v,nguyễn kim minh tâm,,,,,
ch3359,công nghệ lên men vs vật,4,l01_l03,16/20,v,nguyễn kim minh tâm,,,,,
ch6047,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1,9,ch01,0/200,v,lê thị thủy tiên,chưa biết,--,------,1,
gk5007,phương pháp nghiên cứu khoa học nâng cao,3,ns01,35/80,v,nguyễn duy anh,thứ 7,- 2 3 4 5 6 - - - - - - - - - -,b1-208,1,
me6063,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2,15,ch01,1/200,v,chưa/đang phân công,chưa biết,--,------,1,
ch5685,vi sinh thực phẩm nâng cao,3,ch01,18/50,v,,thứ 7,- - - - - - - - - - - - 13 14 15 -,b10-206,1,
ee2419,kỹ thuật số,3,cc01_cc01,20/20,v,phan võ kim anh,,,,,
ee2419,kỹ thuật số,3,cc01_cc02,18/20,v,phan võ kim anh,,,,,
ee2419,kỹ thuật số,3,cc01_cc03,20/20,v,phan võ kim anh,,,,,
ee2419,kỹ thuật số,3,cc01_cc10,18/20,v,phan võ kim anh,,,,,
ee2419,kỹ thuật số,3,cc02_cc04,20/20,v,trần hoàng linh,,,,,
ee2419,kỹ thuật số,3,cc02_cc05,19/20,v,trần hoàng linh,,,,,
ee2419,kỹ thuật số,3,cc02_cc06,20/20,v,trần hoàng linh,,,,,
ee2419,kỹ thuật số,3,cc02_cc11,20/20,v,trần hoàng linh,,,,,
ee2419,kỹ thuật số,3,cc03_cc07,20/20,v,phan võ kim anh,,,,,
ee2419,kỹ thuật số,3,cc03_cc08,20/20,v,phan võ kim anh,,,,,
ee2419,kỹ thuật số,3,cc03_cc09,19/20,v,phan võ kim anh,,,,,
ee2419,kỹ thuật số,3,cc03_cc12,14/20,v,phan võ kim anh,,,,,
ee4115,đồ án 2 (ktđ & tđh),2,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
co3127,đồ án tổng hợp - hktdl,1,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
co3127,đồ án tổng hợp - hktdl,1,cc01,0/60,v,chưa/đang phân công,chưa biết,--,------,1,
co3127,đồ án tổng hợp - hktdl,1,l01,3/60,v,chưa/đang phân công,chưa biết,--,------,2,
me2071,các quá trình chế tạo,3,a01_a01,26/25,v,trần hải nam,,,,,
me2071,các quá trình chế tạo,3,cc01_cc01,24/25,v,bành quốc nguyên,,,,,
me2071,các quá trình chế tạo,3,cc01_cc02,17/25,v,bành quốc nguyên,,,,,
me2071,các quá trình chế tạo,3,cc01_cc03,14/25,v,bành quốc nguyên,,,,,
me2071,các quá trình chế tạo,3,l01_l01,25/25,v,tôn thiện phương,,,,,
me2071,các quá trình chế tạo,3,l01_l02,24/25,v,tôn thiện phương,,,,,
me2071,các quá trình chế tạo,3,l01_l03,25/25,v,tôn thiện phương,,,,,
me2071,các quá trình chế tạo,3,l02_l04,24/25,v,bành quốc nguyên,,,,,
me2071,các quá trình chế tạo,3,l02_l05,25/25,v,bành quốc nguyên,,,,,
me2071,các quá trình chế tạo,3,l02_l06,25/25,v,bành quốc nguyên,,,,,
me2071,các quá trình chế tạo,3,l03_l07,25/25,v,hồ minh tuấn,,,,,
me2071,các quá trình chế tạo,3,l03_l08,25/25,v,hồ minh tuấn,,,,,
me2071,các quá trình chế tạo,3,l03_l09,25/25,v,hồ minh tuấn,,,,,
me2071,các quá trình chế tạo,3,l04_l10,24/25,v,hồ minh tuấn,,,,,
me2071,các quá trình chế tạo,3,l04_l11,14/25,v,hồ minh tuấn,,,,,
me2071,các quá trình chế tạo,3,l04_l12,22/25,v,hồ minh tuấn,,,,,
ee3143,đ/khiển & ứd các bbđ cs,3,l01_l01,11/20,v,nguyễn văn nhờ,,,,,
me4057,đề cương luận văn tn,0,t01,1/500,v,lương văn tới,chưa biết,--,------,1,
ee6067,chuyên đề nghiên cứu trước luận văn,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ch7595,luận án tiến sĩ - phần 4,15,ns01,0/200,v,lê vũ hà,chưa biết,--,------,1,
ee2411,linh kiện bán dẫn,3,cc01_cc01,20/20,v,bùi quốc bảo,,,,,
ee2411,linh kiện bán dẫn,3,cc01_cc02,20/20,v,bùi quốc bảo,,,,,
ee2411,linh kiện bán dẫn,3,cc01_cc03,20/20,v,bùi quốc bảo,,,,,
ee2411,linh kiện bán dẫn,3,cc01_cc10,20/20,v,bùi quốc bảo,,,,,
ee2411,linh kiện bán dẫn,3,cc02_cc04,16/20,v,phan võ kim anh,,,,,
ee2411,linh kiện bán dẫn,3,cc02_cc05,18/20,v,phan võ kim anh,,,,,
ee2411,linh kiện bán dẫn,3,cc02_cc06,17/20,v,phan võ kim anh,,,,,
ee2411,linh kiện bán dẫn,3,cc02_cc11,6/20,v,phan võ kim anh,,,,,
ee2411,linh kiện bán dẫn,3,cc03_cc07,20/20,v,trần hoàng linh,,,,,
ee2411,linh kiện bán dẫn,3,cc03_cc08,19/20,v,trần hoàng linh,,,,,
ee2411,linh kiện bán dẫn,3,cc03_cc09,20/20,v,trần hoàng linh,,,,,
ee2411,linh kiện bán dẫn,3,cc03_cc12,20/20,v,trần hoàng linh,,,,,
en4321,đề cương luận văn tn,0,t01,0/500,v,phan thanh lâm,chưa biết,--,------,1,
ge2043,địa tin học đại cương,3,l01,5/60,v,trần anh tú,thứ 4,- 2 3 - - - - - - - - - - - - -,h3-504,2,
as6089,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1,9,ch01,3/200,v,trần trung nghĩa,chưa biết,--,------,1,
ci4157,đồ án chuyên ngành,2,a01,0/900,v,mã chí hiếu,chưa biết,--,------,1,
ci4157,đồ án chuyên ngành,2,cc01,0/900,v,mã chí hiếu,chưa biết,--,------,1,
ci4157,đồ án chuyên ngành,2,l01,4/40,v,mã chí hiếu,chưa biết,--,------,2,
ci4157,đồ án chuyên ngành,2,t01,0/500,v,mã chí hiếu,chưa biết,--,------,1,
me5191,thực tập tốt nghiệp 1,3,ch01,16/80,v,phan thị mai hà,chưa biết,--,------,1,
en3001,kỹ thuật xử lý khí thải,4,cc01_cc01,5/25,v,dư mỹ lệ,,,,,
en3001,kỹ thuật xử lý khí thải,4,l01_l01,24/25,v,phan xuân thạnh,,,,,
en3001,kỹ thuật xử lý khí thải,4,l01_l02,16/25,v,phan xuân thạnh,,,,,
